Year,Year Code,State,State Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
2020.0,2020.0,New York,36.0,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,102.0,19336776.0,0.5
2020.0,2020.0,New York,36.0,Intentional self-harm by other and unspecified firearm discharge,X74,344.0,19336776.0,1.8
2020.0,2020.0,New York,36.0,Intentional self-harm by sharp object,X78,58.0,19336776.0,0.3
2020.0,2020.0,New York,36.0,Intentional self-harm by jumping from a high place,X80,148.0,19336776.0,0.8
2020.0,2020.0,New York,36.0,Intentional self-harm by jumping or lying before moving object,X81,46.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,Intentional self-harm by other specified means,X83,10.0,19336776.0,
2020.0,2020.0,New York,36.0,"Assault by hanging, strangulation and suffocation",X91,16.0,19336776.0,
2020.0,2020.0,New York,36.0,Assault by other and unspecified firearm discharge,X95,551.0,19336776.0,2.8
2020.0,2020.0,New York,36.0,"Assault by smoke, fire and flames",X97,12.0,19336776.0,
2020.0,2020.0,New York,36.0,Assault by sharp object,X99,150.0,19336776.0,0.8
2020.0,2020.0,New York,36.0,Assault by bodily force,Y04,10.0,19336776.0,
2020.0,2020.0,New York,36.0,Assault by other specified means,Y08,16.0,19336776.0,
2020.0,2020.0,New York,36.0,Assault by unspecified means,Y09,72.0,19336776.0,0.4
2020.0,2020.0,New York,36.0,"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent",Y11,12.0,19336776.0,
2020.0,2020.0,New York,36.0,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,172.0,19336776.0,0.9
2020.0,2020.0,New York,36.0,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,56.0,19336776.0,0.3
2020.0,2020.0,New York,36.0,"Drowning and submersion, undetermined intent",Y21,20.0,19336776.0,0.1
2020.0,2020.0,New York,36.0,"Exposure to smoke, fire and flames, undetermined intent",Y26,14.0,19336776.0,
2020.0,2020.0,New York,36.0,"Falling, jumping or pushed from a high place, undetermined intent",Y30,20.0,19336776.0,0.1
2020.0,2020.0,New York,36.0,"Falling, lying or running before or into moving object, undetermined intent",Y31,11.0,19336776.0,
2020.0,2020.0,New York,36.0,"Other specified events, undetermined intent",Y33,18.0,19336776.0,
2020.0,2020.0,New York,36.0,"Unspecified event, undetermined intent",Y34,58.0,19336776.0,0.3
2020.0,2020.0,New York,36.0,Legal intervention involving firearm discharge,Y35.0,17.0,19336776.0,
2020.0,2020.0,New York,36.0,Anticoagulants,Y44.2,11.0,19336776.0,
2020.0,2020.0,New York,36.0,"Drug or medicament, unspecified",Y57.9,12.0,19336776.0,
2020.0,2020.0,New York,36.0,Surgical operation with transplant of whole organ,Y83.0,16.0,19336776.0,
2020.0,2020.0,New York,36.0,Surgical operation with implant of artificial internal device,Y83.1,37.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,"Surgical operation with anastomosis, bypass or graft",Y83.2,24.0,19336776.0,0.1
2020.0,2020.0,New York,36.0,Surgical operation with formation of external stoma,Y83.3,19.0,19336776.0,
2020.0,2020.0,New York,36.0,Removal of other organ (partial) (total),Y83.6,12.0,19336776.0,
2020.0,2020.0,New York,36.0,"Surgical procedure, unspecified",Y83.9,46.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,Kidney dialysis,Y84.1,12.0,19336776.0,
2020.0,2020.0,New York,36.0,Urinary catheterization,Y84.6,26.0,19336776.0,0.1
2020.0,2020.0,New York,36.0,Other medical procedures,Y84.8,33.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,Sequelae of motor-vehicle accident,Y85.0,23.0,19336776.0,0.1
2020.0,2020.0,New York,36.0,Sequelae of other accidents,Y86,39.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,Sequelae of assault,Y87.1,21.0,19336776.0,0.1
2020.0,2020.0,New York,36.0,,,203341.0,19336776.0,1051.6
2020.0,2020.0,,,,,203341.0,19336776.0,1051.6
2021.0,2021.0,New York,36.0,Enterocolitis due to Clostridium difficile,A04.7,245.0,19835913.0,1.2
2021.0,2021.0,New York,36.0,Other and unspecified gastroenteritis and colitis of infectious origin,A09.0,39.0,19835913.0,0.2
2021.0,2021.0,New York,36.0,Gastroenteritis and colitis of unspecified origin,A09.9,164.0,19835913.0,0.8
2021.0,2021.0,New York,36.0,"Respiratory tuberculosis unspecified, without mention of bacteriological or histological confirmation",A16.9,20.0,19835913.0,0.1
2021.0,2021.0,New York,36.0,Pulmonary mycobacterial infection,A31.0,14.0,19835913.0,
2021.0,2021.0,New York,36.0,Septicaemia due to Staphylococcus aureus,A41.0,38.0,19835913.0,0.2
2021.0,2021.0,New York,36.0,Septicaemia due to unspecified staphylococcus,A41.2,13.0,19835913.0,
2021.0,2021.0,New York,36.0,Septicaemia due to anaerobes,A41.4,14.0,19835913.0,
2021.0,2021.0,New York,36.0,Septicaemia due to other Gram-negative organisms,A41.5,79.0,19835913.0,0.4
2021.0,2021.0,New York,36.0,"Septicaemia, unspecified",A41.9,2055.0,19835913.0,10.4
2021.0,2021.0,New York,36.0,Legionnaires disease,A48.1,29.0,19835913.0,0.1
2021.0,2021.0,New York,36.0,"Staphylococcal infection, unspecified",A49.0,101.0,19835913.0,0.5
2021.0,2021.0,New York,36.0,"Streptococcal infection, unspecified",A49.1,29.0,19835913.0,0.1
2021.0,2021.0,New York,36.0,Other bacterial infections of unspecified site,A49.8,48.0,19835913.0,0.2
2021.0,2021.0,New York,36.0,"Bacterial infection, unspecified",A49.9,96.0,19835913.0,0.5
2021.0,2021.0,New York,36.0,Creutzfeldt-Jakob disease - CJD,A81.0,30.0,19835913.0,0.2
2021.0,2021.0,New York,36.0,Acute hepatitis B without delta-agent and without hepatic coma,B16.9,22.0,19835913.0,0.1
2021.0,2021.0,New York,36.0,Chronic viral hepatitis C,B18.2,129.0,19835913.0,0.7
2021.0,2021.0,New York,36.0,HIV disease resulting in other bacterial infections,B20.1,37.0,19835913.0,0.2
2021.0,2021.0,New York,36.0,HIV disease resulting in other viral infections,B20.3,15.0,19835913.0,
2021.0,2021.0,New York,36.0,HIV disease resulting in multiple infections,B20.7,68.0,19835913.0,0.3
2021.0,2021.0,New York,36.0,HIV disease resulting in other infectious and parasitic diseases,B20.8,23.0,19835913.0,0.1
2021.0,2021.0,New York,36.0,HIV disease with other types of non-Hodgkin lymphoma,B21.2,13.0,19835913.0,
2021.0,2021.0,New York,36.0,HIV disease resulting in other malignant neoplasms,B21.8,10.0,19835913.0,
2021.0,2021.0,New York,36.0,HIV disease resulting in encephalopathy,B22.0,10.0,19835913.0,
2021.0,2021.0,New York,36.0,HIV disease resulting in multiple diseases classified elsewhere,B22.7,46.0,19835913.0,0.2
2021.0,2021.0,New York,36.0,HIV disease resulting in other specified conditions,B23.8,91.0,19835913.0,0.5
2021.0,2021.0,New York,36.0,Unspecified human immunodeficiency virus [HIV] disease,B24,41.0,19835913.0,0.2
2021.0,2021.0,New York,36.0,"Coronavirus infection, unspecified",B34.2,58.0,19835913.0,0.3
2021.0,2021.0,New York,36.0,Other viral infections of unspecified site,B34.8,45.0,19835913.0,0.2
2021.0,2021.0,New York,36.0,"Viral infection, unspecified",B34.9,11.0,19835913.0,
2021.0,2021.0,New York,36.0,Candidal septicaemia,B37.7,15.0,19835913.0,
2021.0,2021.0,New York,36.0,Unspecified mycosis,B49,38.0,19835913.0,0.2
2021.0,2021.0,New York,36.0,Pneumocystosis,B59,11.0,19835913.0,
2021.0,2021.0,New York,36.0,Sequelae of other specified infectious and parasitic diseases,B94.8,27.0,19835913.0,0.1
2021.0,2021.0,New York,36.0,Other and unspecified infectious diseases,B99,69.0,19835913.0,0.3
2021.0,2021.0,New York,36.0,Malignant neoplasm of base of tongue,C01,10.0,19835913.0,
2021.0,2021.0,New York,36.0,"Tongue, unspecified - Malignant neoplasms",C02.9,133.0,19835913.0,0.7
2021.0,2021.0,New York,36.0,"Mouth, unspecified - Malignant neoplasms",C06.9,77.0,19835913.0,0.4
2021.0,2021.0,New York,36.0,Malignant neoplasm of parotid gland,C07,44.0,19835913.0,0.2
2021.0,2021.0,New York,36.0,"Major salivary gland, unspecified - Malignant neoplasms",C08.9,17.0,19835913.0,
2021.0,2021.0,New York,36.0,"Tonsil, unspecified - Malignant neoplasms",C09.9,39.0,19835913.0,0.2
2021.0,2021.0,New York,36.0,"Oropharynx, unspecified - Malignant neoplasms",C10.9,73.0,19835913.0,0.4
2021.0,2021.0,New York,36.0,"Nasopharynx, unspecified - Malignant neoplasms",C11.9,43.0,19835913.0,0.2
2021.0,2021.0,New York,36.0,"Hypopharynx, unspecified - Malignant neoplasms",C13.9,29.0,19835913.0,0.1
2021.0,2021.0,New York,36.0,"Pharynx, unspecified - Malignant neoplasms",C14.0,53.0,19835913.0,0.3
2021.0,2021.0,New York,36.0,Lower third of oesophagus - Malignant neoplasms,C15.5,18.0,19835913.0,
2021.0,2021.0,New York,36.0,"Oesophagus, unspecified - Malignant neoplasms",C15.9,753.0,19835913.0,3.8
2021.0,2021.0,New York,36.0,Cardia - Malignant neoplasms,C16.0,86.0,19835913.0,0.4
2021.0,2021.0,New York,36.0,"Stomach, unspecified - Malignant neoplasms",C16.9,686.0,19835913.0,3.5
2021.0,2021.0,New York,36.0,Duodenum - Malignant neoplasms,C17.0,50.0,19835913.0,0.3
2021.0,2021.0,New York,36.0,"Small intestine, unspecified - Malignant neoplasms",C17.9,29.0,19835913.0,0.1
2021.0,2021.0,New York,36.0,Caecum - Malignant neoplasms,C18.0,48.0,19835913.0,0.2
2021.0,2021.0,New York,36.0,Appendix - Malignant neoplasms,C18.1,77.0,19835913.0,0.4
2021.0,2021.0,New York,36.0,Ascending colon - Malignant neoplasms,C18.2,23.0,19835913.0,0.1
2021.0,2021.0,New York,36.0,Transverse colon - Malignant neoplasms,C18.4,13.0,19835913.0,
2021.0,2021.0,New York,36.0,Sigmoid colon - Malignant neoplasms,C18.7,37.0,19835913.0,0.2
2021.0,2021.0,New York,36.0,"Colon, unspecified - Malignant neoplasms",C18.9,1960.0,19835913.0,9.9
2021.0,2021.0,New York,36.0,Malignant neoplasm of rectosigmoid junction,C19,179.0,19835913.0,0.9
2021.0,2021.0,New York,36.0,Malignant neoplasm of rectum,C20,453.0,19835913.0,2.3
2021.0,2021.0,New York,36.0,"Anus, unspecified - Malignant neoplasms",C21.0,78.0,19835913.0,0.4
2021.0,2021.0,New York,36.0,Anal canal - Malignant neoplasms,C21.1,12.0,19835913.0,
2021.0,2021.0,New York,36.0,"Overlapping lesion of rectum, anus and anal canal - Malignant neoplasms",C21.8,11.0,19835913.0,
2021.0,2021.0,New York,36.0,Liver cell carcinoma - Malignant neoplasms,C22.0,572.0,19835913.0,2.9
2021.0,2021.0,New York,36.0,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,531.0,19835913.0,2.7
2021.0,2021.0,New York,36.0,"Liver, unspecified - Malignant neoplasms",C22.9,308.0,19835913.0,1.6
2021.0,2021.0,New York,36.0,Malignant neoplasm of gallbladder,C23,180.0,19835913.0,0.9
2021.0,2021.0,New York,36.0,Extrahepatic bile duct - Malignant neoplasms,C24.0,63.0,19835913.0,0.3
2021.0,2021.0,New York,36.0,Ampulla of Vater - Malignant neoplasms,C24.1,20.0,19835913.0,0.1
2021.0,2021.0,New York,36.0,"Biliary tract, unspecified - Malignant neoplasms",C24.9,50.0,19835913.0,0.3
2021.0,2021.0,New York,36.0,Head of pancreas - Malignant neoplasms,C25.0,35.0,19835913.0,0.2
2021.0,2021.0,New York,36.0,Pancreatic duct - Malignant neoplasms,C25.3,13.0,19835913.0,
2021.0,2021.0,New York,36.0,"Pancreas, unspecified - Malignant neoplasms",C25.9,2839.0,19835913.0,14.3
2021.0,2021.0,New York,36.0,Ill-defined sites within the digestive system - Malignant neoplasms,C26.9,102.0,19835913.0,0.5
2021.0,2021.0,New York,36.0,Maxillary sinus - Malignant neoplasms,C31.0,15.0,19835913.0,
2021.0,2021.0,New York,36.0,Supraglottis - Malignant neoplasms,C32.1,20.0,19835913.0,0.1
2021.0,2021.0,New York,36.0,"Larynx, unspecified - Malignant neoplasms",C32.9,158.0,19835913.0,0.8
2021.0,2021.0,New York,36.0,Main bronchus - Malignant neoplasms,C34.0,10.0,19835913.0,
2021.0,2021.0,New York,36.0,"Upper lobe, bronchus or lung - Malignant neoplasms",C34.1,174.0,19835913.0,0.9
2021.0,2021.0,New York,36.0,"Lower lobe, bronchus or lung - Malignant neoplasms",C34.3,57.0,19835913.0,0.3
2021.0,2021.0,New York,36.0,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,6566.0,19835913.0,33.1
2021.0,2021.0,New York,36.0,Malignant neoplasm of thymus,C37,19.0,19835913.0,
2021.0,2021.0,New York,36.0,Mandible - Malignant neoplasms,C41.1,13.0,19835913.0,
2021.0,2021.0,New York,36.0,"Pelvic bones, sacrum and coccyx - Malignant neoplasms",C41.4,10.0,19835913.0,
2021.0,2021.0,New York,36.0,"Bone and articular cartilage, unspecified - Malignant neoplasms",C41.9,51.0,19835913.0,0.3
2021.0,2021.0,New York,36.0,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,358.0,19835913.0,1.8
2021.0,2021.0,New York,36.0,Skin of other and unspecified parts of face - Malignant neoplasms,C44.3,19.0,19835913.0,
2021.0,2021.0,New York,36.0,Skin of scalp and neck - Malignant neoplasms,C44.4,51.0,19835913.0,0.3
2021.0,2021.0,New York,36.0,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",C44.9,87.0,19835913.0,0.4
2021.0,2021.0,New York,36.0,Mesothelioma of pleura - Malignant neoplasms,C45.0,27.0,19835913.0,0.1
2021.0,2021.0,New York,36.0,Mesothelioma of other sites - Malignant neoplasms,C45.7,15.0,19835913.0,
2021.0,2021.0,New York,36.0,"Mesothelioma, unspecified - Malignant neoplasms",C45.9,70.0,19835913.0,0.4
2021.0,2021.0,New York,36.0,Retroperitoneum - Malignant neoplasms,C48.0,14.0,19835913.0,
2021.0,2021.0,New York,36.0,"Peritoneum, unspecified - Malignant neoplasms",C48.2,46.0,19835913.0,0.2
2021.0,2021.0,New York,36.0,"Connective and soft tissue of lower limb, including hip - Malignant neoplasms",C49.2,24.0,19835913.0,0.1
2021.0,2021.0,New York,36.0,Connective and soft tissue of abdomen - Malignant neoplasms,C49.4,20.0,19835913.0,0.1
2021.0,2021.0,New York,36.0,Connective and soft tissue of pelvis - Malignant neoplasms,C49.5,10.0,19835913.0,
2021.0,2021.0,New York,36.0,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,234.0,19835913.0,1.2
2021.0,2021.0,New York,36.0,"Breast, unspecified - Malignant neoplasms",C50.9,2311.0,19835913.0,11.7
2021.0,2021.0,New York,36.0,"Vulva, unspecified - Malignant neoplasms",C51.9,80.0,19835913.0,0.4
2021.0,2021.0,New York,36.0,Malignant neoplasm of vagina,C52,26.0,19835913.0,0.1
2021.0,2021.0,New York,36.0,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,210.0,19835913.0,1.1
2021.0,2021.0,New York,36.0,Endometrium - Malignant neoplasms,C54.1,488.0,19835913.0,2.5
2021.0,2021.0,New York,36.0,"Malignant neoplasm of uterus, part unspecified",C55,339.0,19835913.0,1.7
2021.0,2021.0,New York,36.0,Malignant neoplasm of ovary,C56,825.0,19835913.0,4.2
2021.0,2021.0,New York,36.0,Fallopian tube - Malignant neoplasms,C57.0,55.0,19835913.0,0.3
2021.0,2021.0,New York,36.0,"Female genital organ, unspecified - Malignant neoplasms",C57.9,38.0,19835913.0,0.2
2021.0,2021.0,New York,36.0,"Penis, unspecified - Malignant neoplasms",C60.9,13.0,19835913.0,
2021.0,2021.0,New York,36.0,Malignant neoplasm of prostate,C61,1560.0,19835913.0,7.9
2021.0,2021.0,New York,36.0,"Testis, unspecified - Malignant neoplasms",C62.9,19.0,19835913.0,
2021.0,2021.0,New York,36.0,"Malignant neoplasm of kidney, except renal pelvis",C64,623.0,19835913.0,3.1
2021.0,2021.0,New York,36.0,Malignant neoplasm of ureter,C66,22.0,19835913.0,0.1
2021.0,2021.0,New York,36.0,"Bladder, unspecified - Malignant neoplasms",C67.9,860.0,19835913.0,4.3
2021.0,2021.0,New York,36.0,Urethra - Malignant neoplasms,C68.0,15.0,19835913.0,
2021.0,2021.0,New York,36.0,"Urinary organ, unspecified - Malignant neoplasms",C68.9,16.0,19835913.0,
2021.0,2021.0,New York,36.0,"Eye, unspecified - Malignant neoplasms",C69.9,10.0,19835913.0,
2021.0,2021.0,New York,36.0,Frontal lobe - Malignant neoplasms,C71.1,37.0,19835913.0,0.2
2021.0,2021.0,New York,36.0,Temporal lobe - Malignant neoplasms,C71.2,21.0,19835913.0,0.1
2021.0,2021.0,New York,36.0,Parietal lobe - Malignant neoplasms,C71.3,12.0,19835913.0,
2021.0,2021.0,New York,36.0,Cerebellum - Malignant neoplasms,C71.6,11.0,19835913.0,
2021.0,2021.0,New York,36.0,Overlapping lesion of brain - Malignant neoplasms,C71.8,13.0,19835913.0,
2021.0,2021.0,New York,36.0,"Brain, unspecified - Malignant neoplasms",C71.9,803.0,19835913.0,4.0
2021.0,2021.0,New York,36.0,Malignant neoplasm of thyroid gland,C73,103.0,19835913.0,0.5
2021.0,2021.0,New York,36.0,"Adrenal gland, unspecified - Malignant neoplasms",C74.9,23.0,19835913.0,0.1
2021.0,2021.0,New York,36.0,"Head, face and neck - Malignant neoplasms",C76.0,22.0,19835913.0,0.1
2021.0,2021.0,New York,36.0,Abdomen - Malignant neoplasms,C76.2,18.0,19835913.0,
2021.0,2021.0,New York,36.0,Pelvis - Malignant neoplasms,C76.3,17.0,19835913.0,
2021.0,2021.0,New York,36.0,Other ill-defined sites - Malignant neoplasms,C76.7,11.0,19835913.0,
2021.0,2021.0,New York,36.0,Secondary malignant neoplasm of lung - Malignant neoplasms,C78.0,22.0,19835913.0,0.1
2021.0,2021.0,New York,36.0,Secondary malignant neoplasm of pleura - Malignant neoplasms,C78.2,18.0,19835913.0,
2021.0,2021.0,New York,36.0,Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms,C78.6,48.0,19835913.0,0.2
2021.0,2021.0,New York,36.0,Secondary malignant neoplasm of liver - Malignant neoplasms,C78.7,143.0,19835913.0,0.7
2021.0,2021.0,New York,36.0,Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms,C79.3,41.0,19835913.0,0.2
2021.0,2021.0,New York,36.0,Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms,C79.5,23.0,19835913.0,0.1
2021.0,2021.0,New York,36.0,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,138.0,19835913.0,0.7
2021.0,2021.0,New York,36.0,Malignant neoplasm without specification of site,C80,2100.0,19835913.0,10.6
2021.0,2021.0,New York,36.0,"Hodgkin disease, unspecified",C81.9,42.0,19835913.0,0.2
2021.0,2021.0,New York,36.0,"Follicular non-Hodgkin lymphoma, unspecified",C82.9,33.0,19835913.0,0.2
2021.0,2021.0,New York,36.0,Non-Hodgkin lymphoma small cell (diffuse),C83.0,11.0,19835913.0,
2021.0,2021.0,New York,36.0,Non-Hodgkin lymphoma small cleaved cell (diffuse),C83.1,56.0,19835913.0,0.3
2021.0,2021.0,New York,36.0,Non-Hodgkin lymphoma large cell (diffuse),C83.3,290.0,19835913.0,1.5
2021.0,2021.0,New York,36.0,Burkitt tumor,C83.7,11.0,19835913.0,
2021.0,2021.0,New York,36.0,Peripheral T-cell lymphoma - Malignant neoplasms,C84.4,18.0,19835913.0,
2021.0,2021.0,New York,36.0,Other and unspecified T-cell lymphomas - Malignant neoplasms,C84.5,74.0,19835913.0,0.4
2021.0,2021.0,New York,36.0,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,195.0,19835913.0,1.0
2021.0,2021.0,New York,36.0,"Non-Hodgkin lymphoma, unspecified type",C85.9,382.0,19835913.0,1.9
2021.0,2021.0,New York,36.0,Waldenstr÷m macroglobulinemia,C88.0,30.0,19835913.0,0.2
2021.0,2021.0,New York,36.0,Multiple myeloma - Malignant neoplasms,C90.0,599.0,19835913.0,3.0
2021.0,2021.0,New York,36.0,Plasma cell leukaemia - Malignant neoplasms,C90.1,19.0,19835913.0,
2021.0,2021.0,New York,36.0,Acute lymphoblastic leukaemia - Malignant neoplasms,C91.0,63.0,19835913.0,0.3
2021.0,2021.0,New York,36.0,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,219.0,19835913.0,1.1
2021.0,2021.0,New York,36.0,Adult T-cell leukaemia - Malignant neoplasms,C91.5,16.0,19835913.0,
